14.720227, 0.195801, 0.702148
12.756803, 0.557617, 0.672852
12.832838, 0.435547, 0.631348
0.010095, 0.950684, 0.299805
8.207094, 0.480957, 0.125488
8.249166, 0.277832, 0.907227
8.816042, 0.14209, 0.15625
8.22749, 0.540527, 0.378906
2.973342, 0.717773, 0.544434
0.045401, 0.974121, 0.394043
6.96568, 0.602539, 0.017578
2.277176, 0.723633, 0.088867
8.636698, 0.37793, 0.536133
6.917471, 0.63623, 0.003906
2.272572, 0.714355, 0.201172
6.972815, 0.592773, 0.72168
6.998882, 0.522461, 0.080078
6.937756, 0.612305, 0.29541
0.040746, 0.957031, 0.283203
0.030415, 0.820801, 0.000977
12.539848, 0.318359, 0.816895
12.594761, 0.202637, 0.187988
0.064372, 0.976562, 0.04541
15.745436, 0.634766, 0.804688
0.019297, 0.754395, 0.333008
6.889682, 0.613281, 0.144531
12.230501, 0.083984, 0.203125
12.21671, 0.092285, 0.947266
12.200503, 0.117676, 0.496582
6.891791, 0.523926, 0.211426
6.940951, 0.402832, 0.641113
6.972905, 0.230469, 0.126953
0.055244, 0.872559, 0.186523
10.36484, 0.37793, 0.772949
8.697767, 0.597168, 0.424805
8.714588, 0.500977, 0.651367
8.706475, 0.594727, 0.612305
8.677302, 0.518066, 0.345703
8.691132, 0.412109, 0.671875
2.505964, 0.713867, 0.327148
10.7549, 0.311035, 0.532227
10.721523, 0.271484, 0.972656
10.841724, 0.180176, 0.626953
10.734336, 0.304688, 0.069336
10.918628, 0.194824, 0.875488
6.977109, 0.666992, 0.84668
11.149596, 0.086426, 0.085938
7.151194, 0.576172, 0.919922
0.039002, 0.785156, 0.436523
14.977797, 0.192383, 0.967285
0.038141, 0.802734, 0.721191
0.02037, 0.971191, 0.5
23.145847, 0.174805, 0.294434
23.142862, 0.10498, 0.375488
23.137709, 0.180176, 0.278809
0.197499, 0.889648, 0.360352
7.637165, 0.501953, 0.90918
10.505142, 0.109375, 0.425293
10.507487, 0.197266, 0.331055
10.457504, 0.074219, 0.917969
0.101709, 0.76123, 0.895996
47.968525, 0.176758, 0.981934
11.488866, 0.472656, 0.190918
11.498337, 0.420898, 0.874512
12.97299, 0.012695, 0.812988
0.041474, 0.97998, 0.931641
0.038687, 0.768555, 0.27832
12.812306, 0.152832, 0.355469
12.521977, 0.51416, 0.545898
0.030931, 0.794922, 0.866699
15.301147, 0.187988, 0.240723
5.906485, 0.703125, 0.531738
15.762349, 0.093262, 0.248047
5.896371, 0.723633, 0.326172
0.023073, 0.891113, 0.635254
0.059129, 0.832031, 0.257324
18.193676, 0.266602, 0.183594
18.251122, 0.199219, 0.421387
18.239342, 0.135742, 0.663574
18.233706, 0.204102, 0.664062
0.110903, 0.766602, 0.95752
10.303354, 0.337891, 0.578613
11.382633, 0.14209, 0.20459
0.282032, 0.885254, 0.869629
0.014671, 0.974609, 0.319824
0.009464, 0.805176, 0.084961
0.015413, 0.813965, 0.559082
16.339474, 0.575684, 0.316406
16.322983, 0.67041, 0.52832
16.327978, 0.59375, 0.569824
14.947596, 0.725098, 0.96875
18.659496, 0.30957, 0.707031
0.335357, 0.733887, 0.219727
10.704266, 0.209473, 0.766602
10.678129, 0.263184, 0.259766
10.691412, 0.438477, 0.608887
0.013477, 0.973633, 0.543945
24.191755, 0.083008, 0.196289
23.415668, 0.449707, 0.010254
23.424635, 0.291992, 0.726562
0.644524, 0.733887, 0.351562
7.181851, 0.487793, 0.093262
7.221795, 0.220703, 0.807129
0.283347, 0.741211, 0.404297
0.283082, 0.737793, 0.765625
10.837927, 0.154785, 0.287109
0.047872, 0.762695, 0.102539
16.283113, 0.010254, 0.217773
15.118692, 0.447754, 0.496582
8.546098, 0.550781, 0.651367
9.362714, 0.161133, 0.980469
8.517685, 0.541016, 0.810547
11.435728, 0.106445, 0.311035
0.09965, 0.958496, 0.744141
14.939947, 0.008789, 0.67627
0.467322, 0.89209, 0.562012
7.859, 0.468262, 0.162598
0.09305, 0.938477, 0.008789
0.00661, 0.87793, 0.460449
15.606409, 0.268066, 0.369629
0.046046, 0.749023, 0.771484
